station,cape,lifted_index,sweat_index,k_index,pwat,storm_probability,forecast,created_at
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-26 18:21:45.769546
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-26 18:21:45.819532
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-26 18:21:45.859496
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-26 18:21:45.927819
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-26 18:21:45.998723
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-26 18:26:08.800214
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-26 18:26:08.831989
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-26 18:26:08.860063
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-26 18:26:08.883825
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-26 18:26:08.909499
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-26 18:31:08.809622
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-26 18:31:08.849825
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-26 18:31:08.894630
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-26 18:31:08.943485
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-26 18:31:08.995324
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-26 18:36:09.161839
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-26 18:36:09.200310
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-26 18:36:09.242973
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-26 18:36:09.283034
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-26 18:36:09.332284
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-26 18:41:09.674320
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-26 18:41:09.740397
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-26 18:41:09.788045
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-26 18:41:09.831584
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-26 18:41:09.910361
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-26 18:46:09.634257
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-26 18:46:09.665412
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-26 18:46:09.695930
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-26 18:46:09.726907
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-26 18:46:09.755311
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-26 18:51:10.938074
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-26 18:51:11.007107
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-26 18:51:11.054199
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-26 18:51:11.107393
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-26 18:51:11.155311
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-26 18:56:11.711305
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-26 18:56:11.775423
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-26 18:56:11.839043
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-26 18:56:11.892156
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-26 18:56:11.955851
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-26 19:01:12.423911
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-26 19:01:12.487124
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-26 19:01:12.539596
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-26 19:01:12.589796
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-26 19:01:12.643854
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-26 19:10:30.989812
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-26 19:10:31.067806
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-26 19:10:31.134376
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-26 19:10:31.190587
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-26 19:10:31.246090
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-26 19:15:31.863761
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-26 19:15:31.939258
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-26 19:15:31.996015
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-26 19:15:32.054700
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-26 19:15:32.089427
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-26 19:20:31.642822
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-26 19:20:31.667885
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-26 19:20:31.691080
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-26 19:20:31.713989
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-26 19:20:31.737072
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-26 19:25:31.773698
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-26 19:25:31.788989
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-26 19:25:31.804108
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-26 19:25:31.849001
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-26 19:25:31.881531
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-26 19:30:32.056680
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-26 19:30:32.085581
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-26 19:30:32.110481
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-26 19:30:32.132521
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-26 19:30:32.161044
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-27 20:28:47.620237
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-27 20:28:47.622791
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-27 20:28:47.697575
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-27 20:28:47.707466
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-27 20:28:47.809112
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-27 20:28:47.817904
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-27 20:28:47.907072
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-27 20:28:47.919952
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-27 20:28:48.012408
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-27 20:28:48.020744
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-27 20:29:30.643971
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-27 20:29:30.656930
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-27 20:29:30.669162
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-27 20:29:30.681634
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-27 20:29:30.693969
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-27 20:29:30.709428
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-27 20:29:30.721179
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-27 20:29:30.737985
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-27 20:29:30.754735
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-27 20:29:30.764097
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-27 20:29:35.572391
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-27 20:29:35.585236
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-27 20:29:35.597638
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-27 20:29:35.611342
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-27 20:29:35.625517
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-27 20:29:35.639895
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-27 20:29:35.654843
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-27 20:29:35.670848
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-27 20:29:35.686252
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-27 20:29:35.693837
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-27 20:32:10.709411
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-27 20:32:10.709937
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-27 20:32:10.773578
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-27 20:32:10.773856
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-27 20:32:10.828803
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-27 20:32:10.830793
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-27 20:32:10.873906
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-27 20:32:10.946190
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-27 20:32:10.957205
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-27 20:32:44.697398
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-27 20:32:44.708693
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-27 20:32:44.720535
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-27 20:32:44.733529
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-27 20:32:44.744599
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-27 20:32:44.761378
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-27 20:32:44.772657
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-27 20:32:44.784851
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-27 20:32:44.806131
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-27 20:32:44.814668
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-27 21:06:40.014536
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-27 21:06:40.015663
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-27 21:06:40.058077
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-27 21:06:40.058388
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-27 21:06:40.093695
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-27 21:06:40.093863
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-27 21:06:40.127194
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-27 21:06:40.129553
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-27 21:06:40.167267
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-27 21:06:40.167544
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-27 21:07:47.419700
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-27 21:07:47.430648
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-27 21:07:47.445737
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-27 21:07:47.460755
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-27 21:07:47.475522
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-27 21:07:47.488551
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-27 21:07:47.510018
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-27 21:07:47.525136
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-27 21:07:47.539273
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-27 21:07:47.546661
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-27 21:11:57.018905
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-27 21:11:57.052163
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-27 21:11:57.082987
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-27 21:11:57.112315
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-27 21:11:57.142896
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-27 21:24:47.914869
Visakhapatnam,0.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-27 21:24:47.915482
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-27 21:24:47.959075
Chennai,0.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-27 21:24:47.959854
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-27 21:24:47.997872
Kolkata,0.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-27 21:24:48.014537
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-27 21:24:48.040049
Hyderabad,0.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-27 21:24:48.060025
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-27 21:24:48.091377
Machilipatnam,0.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-27 21:24:48.096344
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-27 22:05:20.358589
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-27 22:05:20.363259
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-27 22:05:20.428625
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-27 22:05:20.432060
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-27 22:05:20.534981
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-27 22:05:20.538885
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-27 22:05:20.640956
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-27 22:05:20.647605
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-27 22:05:20.763293
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-27 22:05:20.774269
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-27 22:12:15.982007
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-27 22:12:16.002160
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-27 22:12:16.021242
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-27 22:12:16.037032
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-27 22:12:16.054249
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-27 22:17:16.876433
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-27 22:17:16.898805
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-27 22:17:16.920577
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-27 22:17:16.939795
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-27 22:17:16.963706
Visakhapatnam,3200.0,-8.8,380.0,41.0,72.0,56.0,94,EXTREME CONVECTIVE BREACH,2026-05-28 13:17:30.136074
Chennai,1750.0,-4.5,240.0,31.0,52.0,47.0,55,MODERATE THUNDERSTORM RISK,2026-05-28 13:17:30.195548
Kolkata,3400.0,-9.2,410.0,44.0,76.0,58.0,96,EXTREME CONVECTIVE BREACH,2026-05-28 13:17:30.244830
Hyderabad,1100.0,-2.8,190.0,26.0,42.0,42.0,35,MODERATE THUNDERSTORM RISK,2026-05-28 13:17:30.302501
Machilipatnam,2600.0,-6.8,320.0,37.0,61.0,53.0,82,SEVERE THUNDERSTORM RISK,2026-05-28 13:17:30.347491
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-28 13:17:34.583795
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-28 13:17:34.667842
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-28 13:17:34.745122
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-28 13:17:34.814259
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-28 13:17:34.869296
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-28 13:23:04.206464
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-28 13:23:04.247120
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-28 13:23:04.293433
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-28 13:23:04.324639
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-28 13:23:04.372954
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-28 13:28:05.672496
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-28 13:28:05.709009
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-28 13:28:05.752919
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-28 13:28:05.797833
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-28 13:28:05.835023
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-28 13:40:38.714290
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-28 13:40:38.745932
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-28 13:40:38.782150
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-28 13:40:38.811575
Machilipatnam,2200.0,-5.2,280.0,34.0,55.0,50.8,68,HIGH THUNDERSTORM RISK,2026-05-28 13:40:38.858260
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-28 13:54:27.219955
Visakhapatnam,2850.0,-7.5,340.0,38.0,68.0,52.5,85,SEVERE THUNDERSTORM RISK,2026-05-28 13:54:27.232811
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-28 13:54:27.279609
Chennai,1500.0,-3.8,210.0,28.0,48.0,44.0,42,MODERATE THUNDERSTORM RISK,2026-05-28 13:54:27.324084
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-28 13:54:27.348091
Kolkata,2900.0,-8.0,360.0,40.0,70.0,54.0,88,SEVERE THUNDERSTORM RISK,2026-05-28 13:54:27.367060
Hyderabad,800.0,-1.5,140.0,22.0,36.0,38.0,18,LOW THUNDERSTORM RISK,2026-05-28 13:54:27.379176
